ticker,source,text,published_at,trading_day
XOM,gdelt,"U . S State sues Exxon , others for allegedly lying about climate change impacts",20230918T063000Z,2023-09-18
XOM,gdelt,"Deal Diary V E , Davis Polk on Denbury Sale to Exxon",20230720T011500Z,2023-07-20
HAL,gdelt,U . S . Shale Shakes Off Slowdown Predictions,20230815T003000Z,2023-08-15
SLB,gdelt,These Signs Point To SLB Stock Fueling A Breakout,20230802T141500Z,2023-08-02
CVX,gdelt,Here Why CEO Mike Wirth Extension Is Great News for Chevron Stock,20230728T233000Z,2023-07-29
EOG,gdelt,Looking At EOG Resources Recent Unusual Options Activity - EOG Resources NYSE EOG,20230630T151500Z,2023-06-30
CVX,gdelt,Chevron Buys Into World Biggest Hydrogen - Storage Plant in Utah,20230912T143000Z,2023-09-12
HAL,gdelt,Why America Shale Boom Is Not Over,20230817T024500Z,2023-08-17
DVN,gdelt,This Prediction Could Be Bad News for Devon Energy,20230915T131500Z,2023-09-15
SLB,gdelt,These Signs Point To SLB Stock Fueling A Breakout,20230803T113000Z,2023-08-03
EOG,gdelt,"Insiders At EOG Resources Sold US . 5m In Stock , Alluding To Potential Weakness",20230903T120000Z,2023-09-03
EOG,gdelt,EOG Resources Unusual Options Activity - EOG Resources NYSE EOG,20230714T203000Z,2023-07-15
HAL,gdelt,"Oil output inches up at top US shale firms , with faster growth elusive",20230809T114500Z,2023-08-09
XOM,gdelt,"Top Analyst Reports for Exxon Mobil , Home Depot Intel",20230829T200000Z,2023-08-30
EOG,gdelt,EOG Resources EOG Stock Sinks As Market Gains What You Should Know,20230720T000000Z,2023-07-20
EOG,gdelt,EOG Resources Unusual Options Activity For August 03 - EOG Resources NYSE EOG,20230803T180000Z,2023-08-04
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Stock Is Going Strong Is the Market Following Fundamentals ?",20230830T151500Z,2023-08-30
EOG,gdelt,We Think EOG Resources NYSE EOG Can Manage Its Debt With Ease,20230924T114500Z,2023-09-24
COP,gdelt,Macroeconomic Factors Pulled ConocoPhillips COP in Q1,20230705T090000Z,2023-07-05
HAL,gdelt,Global Shale Gas Industry Forecasts to 2028 Market Trends,20230818T100000Z,2023-08-18
CVX,gdelt,Better Dividend Buy Devon Energy vs . Chevron vs . Enterprise Products Partners,20230715T134500Z,2023-07-15
DVN,gdelt,Better Dividend Buy Devon Energy vs . Chevron vs . Enterprise Products Partners,20230715T134500Z,2023-07-15
EOG,gdelt,"Redwood Investments LLC Buys 1 , 172 Shares of EOG Resources , Inc . NYSE EOG",20230707T183000Z,2023-07-08
XOM,gdelt,Exxon And Chevron Profits Plunge To Pre - Ukraine War Levels As Oil Prices Declined,20230728T143000Z,2023-07-28
CVX,gdelt,Exxon And Chevron Profits Plunge To Pre - Ukraine War Levels As Oil Prices Declined,20230728T143000Z,2023-07-28
HAL,gdelt,Energy Stock Named Top Pick Analysts See 34 Upside For Halliburton,20230823T201500Z,2023-08-24
XOM,gdelt,"Exxon , Chevron to Grow Permian Output 10 , Double Rate of Rivals",20230728T133000Z,2023-07-28
CVX,gdelt,"Exxon , Chevron to Grow Permian Output 10 , Double Rate of Rivals",20230728T133000Z,2023-07-28
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by West Oak Capital LLC",20230704T183000Z,2023-07-05
OXY,gdelt,Occidental Petroleum To Buy Canada Carbon Engineering For . 1 Billion,20230816T184500Z,2023-08-17
XOM,gdelt,"Exxon posts 56 profit slump , joins peers in energy price hit",20230730T190000Z,2023-07-31
HAL,gdelt,U . S . Shale Firms Drill Deeper Wells In Search Of Efficiency,20230911T153000Z,2023-09-11
SLB,gdelt,Schlumberger Is An Attractive Buy At The Moment NYSE SLB,20230827T144500Z,2023-08-27
XOM,gdelt,Exxon Makes Green Move With Billion Purchase Of Denbury,20230714T110000Z,2023-07-14
EOG,gdelt,"Ruffer LLP Makes New Investment in EOG Resources , Inc . NYSE EOG",20230823T201500Z,2023-08-24
SLB,gdelt,SLB Stock Drills For Gains As Oil Hit 12 - Month Highs Investor Business Daily,20230809T210000Z,2023-08-10
EOG,gdelt,"MAI Capital Management Grows Position in EOG Resources , Inc . NYSE EOG",20230820T153000Z,2023-08-20
EOG,gdelt,"Fmr LLC Has . 50 Billion Position in EOG Resources , Inc . NYSE EOG",20230825T163000Z,2023-08-26
EOG,gdelt,"Pacer Advisors Inc . Buys 766 , 160 Shares of EOG Resources , Inc . NYSE EOG",20230721T211500Z,2023-07-22
EOG,gdelt,"Cerity Partners LLC Has . 99 Million Stock Position in EOG Resources , Inc . NYSE EOG",20230823T230000Z,2023-08-24
CVX,gdelt,Here Why Chevron Corporation CVX Declined in Q1,20230705T090000Z,2023-07-05
OXY,gdelt,Occidental Q2 profit misses forecasts on lower energy prices,20230803T053000Z,2023-08-03
XOM,gdelt,Exxon Awarded in Claim Against Venezuela,20230814T104500Z,2023-08-14
XOM,gdelt,"California suit against Chevron , Exxon , Shell , others , alleges public deception on climate change",20230918T233000Z,2023-09-19
CVX,gdelt,"California suit against Chevron , Exxon , Shell , others , alleges public deception on climate change",20230918T233000Z,2023-09-19
EOG,gdelt,"Maryland State Retirement Pension System Has . 14 Million Holdings in EOG Resources , Inc . NYSE EOG",20230918T130000Z,2023-09-18
XOM,gdelt,Chevron Sees Earnings Tumble Nearly 50 In Q2 Analysts Predict The Same For ExxonMobil,20230725T151500Z,2023-07-25
CVX,gdelt,Chevron Sees Earnings Tumble Nearly 50 In Q2 Analysts Predict The Same For ExxonMobil,20230725T151500Z,2023-07-25
CVX,gdelt,Chevron Announces Leadership Shakeup As Q2 Earnings Tumble Nearly 50,20230724T143000Z,2023-07-24
OXY,gdelt,Warren Buffett Stock Occidental Petroleum To Report . Analysts Predict A Big Earnings Drop .,20230801T214500Z,2023-08-02
CVX,gdelt,Chevron profit decline points to sector new challenge,20230724T203000Z,2023-07-25
HAL,gdelt,Chevron profit decline points to sector new challenge,20230724T203000Z,2023-07-25
EOG,gdelt,"Pearl River Capital LLC Acquires Shares of 2 , 430 EOG Resources , Inc . NYSE EOG",20230902T180000Z,2023-09-03
EOG,gdelt,"First Trust Direct Indexing L . P . Decreases Stock Holdings in EOG Resources , Inc . NYSE EOG",20230923T104500Z,2023-09-23
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Forecasted to Earn Q2 2024 Earnings of . 12 Per Share",20230830T064500Z,2023-08-30
EOG,gdelt,"Nelson Van Denburg Campbell Wealth Management Group LLC Has , 000 Stock Holdings in EOG Resources , Inc . NYSE EOG",20230818T121500Z,2023-08-18
EOG,gdelt,"Wellington Management Group LLP Boosts Stock Position in EOG Resources , Inc . NYSE EOG",20230830T223000Z,2023-08-31
EOG,gdelt,"Shelton Capital Management Purchases 122 Shares of EOG Resources , Inc . NYSE EOG",20230831T143000Z,2023-08-31
EOG,gdelt,"13 , 810 Shares in EOG Resources , Inc . NYSE EOG Bought by Twelve Points Wealth Management LLC",20230920T200000Z,2023-09-21
EOG,gdelt,"Insider Selling EOG Resources , Inc . NYSE EOG COO Sells 4 , 551 Shares of Stock",20230816T210000Z,2023-08-17
XOM,gdelt,"Energy Shares Rise as Exxon , Chevron Report Earnings -- Energy Roundup",20230728T214500Z,2023-07-29
CVX,gdelt,"Energy Shares Rise as Exxon , Chevron Report Earnings -- Energy Roundup",20230728T214500Z,2023-07-29
EOG,gdelt,"First Republic Investment Management Inc . Cuts Holdings in EOG Resources , Inc . NYSE EOG",20230830T151500Z,2023-08-30
EOG,gdelt,Peering Into EOG Resources Recent Short Interest - EOG Resources NYSE EOG,20230726T183000Z,2023-07-27
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by Fortis Advisors LLC",20230813T191500Z,2023-08-14
XOM,gdelt,"Chevron , Exxon wobble on low commodity prices , but second quarter production remained strong",20230728T170000Z,2023-07-29
CVX,gdelt,"Chevron , Exxon wobble on low commodity prices , but second quarter production remained strong",20230728T170000Z,2023-07-29
XOM,gdelt,Exxon Expands Lithium Plans With New Arkansas Deal,20230629T073000Z,2023-06-29
CVX,gdelt,Permian Lifts Chevron Earnings,20230724T153000Z,2023-07-24
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Short Interest Up 6 . 2 in July",20230815T154500Z,2023-08-15
EOG,gdelt,Looking Into EOG Resources Recent Short Interest - EOG Resources NYSE EOG,20230905T140000Z,2023-09-05
EOG,gdelt,EOG Resources NYSE EOG Price Target Raised to . 00 at Stifel Nicolaus,20230819T221500Z,2023-08-20
CVX,gdelt,"Chevron extends CEO Mike Wirth tenure , beats earnings forecast",20230724T063000Z,2023-07-24
DVN,gdelt,The Oil Market Massive M A Wave Has Devon Energy on the Outside Still Looking for a Deal,20240322T094500Z,2024-03-22
HAL,gdelt,Another Merger Being Explored in the U . S . Shale Space,20240208T190000Z,2024-02-09
CVX,gdelt,"Apache , Occidental , and Chevron Enter Unpopular Deals",20240105T193000Z,2024-01-06
OXY,gdelt,"Apache , Occidental , and Chevron Enter Unpopular Deals",20240105T193000Z,2024-01-06
HAL,gdelt,Shale producer Devon Energy in bid to acquire Enerplus,20240209T020000Z,2024-02-09
DVN,gdelt,Shale producer Devon Energy in bid to acquire Enerplus,20240209T020000Z,2024-02-09
DVN,gdelt,"Devon Energy in bid to acquire Enerplus , sources say",20240209T001500Z,2024-02-09
XOM,gdelt,This Oil Stock Is Following Leaders ExxonMobil and Occidental Petroleum by Making a Major Acquisition,20240105T120000Z,2024-01-05
OXY,gdelt,This Oil Stock Is Following Leaders ExxonMobil and Occidental Petroleum by Making a Major Acquisition,20240105T120000Z,2024-01-05
XOM,gdelt,This Oil Stock Is Following Leaders ExxonMobil and Occidental Petroleum by Making a Major Acquisition,20240106T083000Z,2024-01-06
OXY,gdelt,This Oil Stock Is Following Leaders ExxonMobil and Occidental Petroleum by Making a Major Acquisition,20240106T083000Z,2024-01-06
OXY,gdelt,Here Why Warren Buffett - Led Berkshire Hathaway Doesnt Want to Own 100 of Occidental Petroleum Stock,20240304T131500Z,2024-03-04
XOM,gdelt,Chevron Is Following Leaders ExxonMobil and Occidental Petroleum to Capture This Trillion Potential Opportunity,20240320T114500Z,2024-03-20
CVX,gdelt,Chevron Is Following Leaders ExxonMobil and Occidental Petroleum to Capture This Trillion Potential Opportunity,20240320T114500Z,2024-03-20
OXY,gdelt,Chevron Is Following Leaders ExxonMobil and Occidental Petroleum to Capture This Trillion Potential Opportunity,20240320T114500Z,2024-03-20
XOM,gdelt,Exxon doesnt appear to be trying to block Chevron Hess deal - report,20240301T211500Z,2024-03-02
CVX,gdelt,Exxon doesnt appear to be trying to block Chevron Hess deal - report,20240301T211500Z,2024-03-02
XOM,gdelt,"Exxon , Chevron Ramp Up Permian Oil Growth in Threat to OPEC",20240203T160000Z,2024-02-04
CVX,gdelt,"Exxon , Chevron Ramp Up Permian Oil Growth in Threat to OPEC",20240203T160000Z,2024-02-04
XOM,gdelt,Exxon Mobil and Chevron defy market challenges with strong 2023 earnings,20240202T194500Z,2024-02-03
CVX,gdelt,Exxon Mobil and Chevron defy market challenges with strong 2023 earnings,20240202T194500Z,2024-02-03
HAL,gdelt,Exxon Mobil and Chevron defy market challenges with strong 2023 earnings,20240202T194500Z,2024-02-03
CVX,gdelt,Chevron CEO faces challenges of a lifetime with Hess bid,20240311T151500Z,2024-03-11
HAL,gdelt,Chevron CEO faces challenges of a lifetime with Hess bid,20240311T151500Z,2024-03-11
XOM,gdelt,Exxon moves to arbitration over Chevron takeover of Hess Guyana shares - Analyst,20240307T051500Z,2024-03-07
CVX,gdelt,Exxon moves to arbitration over Chevron takeover of Hess Guyana shares - Analyst,20240307T051500Z,2024-03-07
COP,gdelt,Diamondback Energy makes beats ConocoPhillips to land Endeavor Energy,20240212T153000Z,2024-02-12
XOM,gdelt,ExxonMobil and Chevron Banner Results Which Is the Better Dividend Stock to Buy Now ?,20240216T041500Z,2024-02-16
CVX,gdelt,ExxonMobil and Chevron Banner Results Which Is the Better Dividend Stock to Buy Now ?,20240216T041500Z,2024-02-16
XOM,gdelt,"Exxon Mobil Stock Oil At Crucial Level On Attack News , Ahead Of Big Oil Earnings",20240129T151500Z,2024-01-29
XOM,gdelt,"Exxon , Chevron Beat Estimates , Report Second - Biggest Annual Profits In Past Decade",20240202T213000Z,2024-02-03
CVX,gdelt,"Exxon , Chevron Beat Estimates , Report Second - Biggest Annual Profits In Past Decade",20240202T213000Z,2024-02-03
XOM,gdelt,"Exxon , Chevron Surpass Forecasts as Shale Drilling Lifts Output",20240203T030000Z,2024-02-03
CVX,gdelt,"Exxon , Chevron Surpass Forecasts as Shale Drilling Lifts Output",20240203T030000Z,2024-02-03
HAL,gdelt,"Exxon , Chevron Surpass Forecasts as Shale Drilling Lifts Output",20240203T030000Z,2024-02-03
DVN,gdelt,"Devon Energy Fears Have Likely Peaked , Time To Be Bullish Upgrade DVN",20240205T191500Z,2024-02-06
XOM,gdelt,Chevron and Exxon row over future of giant Guyana asset,20240307T163000Z,2024-03-08
CVX,gdelt,Chevron and Exxon row over future of giant Guyana asset,20240307T163000Z,2024-03-08
XOM,gdelt,"Oil Company Mergers Spur Schumer Call for FTC Probe XOM , CVX",20240306T190000Z,2024-03-07
CVX,gdelt,"Oil Company Mergers Spur Schumer Call for FTC Probe XOM , CVX",20240306T190000Z,2024-03-07
OXY,gdelt,"Warren Buffett Owns Occidental , but You Should Consider These 3 Energy Stocks Instead",20240120T161500Z,2024-01-21
XOM,gdelt,Exxon Guyana Slap at Chevron Highlights Supply Security Importance,20240303T013000Z,2024-03-03
CVX,gdelt,Exxon Guyana Slap at Chevron Highlights Supply Security Importance,20240303T013000Z,2024-03-03
CVX,gdelt,Chevron And Hess Merger May Be At Risk As Geopolitical Risk Escalates,20240108T071500Z,2024-01-08
CVX,gdelt,Chevron CEO Faces Challenges of a Lifetime with Hess Bid,20240308T154500Z,2024-03-08
HAL,gdelt,Chevron CEO Faces Challenges of a Lifetime with Hess Bid,20240308T154500Z,2024-03-08
XOM,gdelt,"ExxonMobil Vs . Chevron Which Energy Stock Is A Better Buy Ahead Of Q4 Earnings ? - Chevron NYSE CVX , Exxon Mobil NYSE XOM",20240201T183000Z,2024-02-02
CVX,gdelt,"ExxonMobil Vs . Chevron Which Energy Stock Is A Better Buy Ahead Of Q4 Earnings ? - Chevron NYSE CVX , Exxon Mobil NYSE XOM",20240201T183000Z,2024-02-02
OXY,gdelt,Why Does Warren Buffett Keep Buying Occidental Petroleum Stock ?,20240216T104500Z,2024-02-16
XOM,gdelt,Chevron faces credibility crisis as Exxon plays hardball for Hes Guyana assets,20240309T021500Z,2024-03-09
CVX,gdelt,Chevron faces credibility crisis as Exxon plays hardball for Hes Guyana assets,20240309T021500Z,2024-03-09
CVX,gdelt,Hess Offers Cheap Way to Buy Chevron Due to Venezuela Worries,20240201T223000Z,2024-02-02
SLB,gdelt,Schlumberger Limited SLB Declined in Q4,20240314T104500Z,2024-03-14
XOM,gdelt,Exxon and Chevron Announce Record Shareholder Returns in Hottest Year on Record,20240203T181500Z,2024-02-04
CVX,gdelt,Exxon and Chevron Announce Record Shareholder Returns in Hottest Year on Record,20240203T181500Z,2024-02-04
SLB,gdelt,Schlumberger Stock Falls 10 After Aramco Ordered to Halt Production Capacity Increase,20240130T163000Z,2024-01-31
HAL,gdelt,Schlumberger Stock Falls 10 After Aramco Ordered to Halt Production Capacity Increase,20240130T163000Z,2024-01-31
XOM,gdelt,"Exxon beats estimates , ends 2023 with a billion profit - Markets",20240202T164500Z,2024-02-03
XOM,gdelt,"Exxon beats estimates , ends 2023 with a billion profit",20240202T120000Z,2024-02-02
XOM,gdelt,"Booming shale production lifts Exxon , Chevron forecasts as oil and gas earning season kicks off",20240205T000000Z,2024-02-05
CVX,gdelt,"Booming shale production lifts Exxon , Chevron forecasts as oil and gas earning season kicks off",20240205T000000Z,2024-02-05
HAL,gdelt,"Booming shale production lifts Exxon , Chevron forecasts as oil and gas earning season kicks off",20240205T000000Z,2024-02-05
CVX,gdelt,"Energy Sector Nears Multi - Year Resistance Breakout Ahead ? - Chevron NYSE CVX , Schlumberger NYSE SLB",20240322T213000Z,2024-03-23
SLB,gdelt,"Energy Sector Nears Multi - Year Resistance Breakout Ahead ? - Chevron NYSE CVX , Schlumberger NYSE SLB",20240322T213000Z,2024-03-23
XOM,gdelt,"Exxon , Chevron and Shell Deliver a Cash Gusher for Investors",20240206T054500Z,2024-02-06
CVX,gdelt,"Exxon , Chevron and Shell Deliver a Cash Gusher for Investors",20240206T054500Z,2024-02-06
XOM,gdelt,Exxon overcomes hefty charge and falling crude prices in fourth quarter to top profit expectations,20240202T141500Z,2024-02-02
XOM,gdelt,Exxon overcomes hefty charge and falling crude prices in fourth quarter to top profit expectations,20240202T211500Z,2024-02-03
XOM,gdelt,Texas - based Exxon overcomes hefty charge and falling crude oil prices in fourth quarter to top profit expectations NBC 5 Dallas - Fort Worth,20240202T221500Z,2024-02-03
HAL,gdelt,"Diamondback Energy , Endeavor Energy create largest Permian oil and gas operator with billion shale megadeal",20240212T170000Z,2024-02-13
XOM,gdelt,ExxonMobil tops quarterly income expectations amid production push By Investing . com,20240202T150000Z,2024-02-02
XOM,gdelt,Baystreet . ca - Exxon Guyana Slap at Chevron Highlights Supply Security Importance,20240305T084500Z,2024-03-05
CVX,gdelt,Baystreet . ca - Exxon Guyana Slap at Chevron Highlights Supply Security Importance,20240305T084500Z,2024-03-05
XOM,gdelt,Baystreet . ca - Exxon Guyana Slap at Chevron Highlights Supply Security Importance,20240304T133000Z,2024-03-04
CVX,gdelt,Baystreet . ca - Exxon Guyana Slap at Chevron Highlights Supply Security Importance,20240304T133000Z,2024-03-04
HAL,gdelt,Diamondback to buy Endeavor Energy in billion mega shale deal,20240212T121500Z,2024-02-12
XOM,gdelt,"Exxon Outperforms Estimates on Strength in Trading , Production",20240202T123000Z,2024-02-02
XOM,gdelt,"Exxon is not trying to acquire Hess in dispute with Chevron over Guyana oil assets , CEO says",20240318T183000Z,2024-03-19
CVX,gdelt,"Exxon is not trying to acquire Hess in dispute with Chevron over Guyana oil assets , CEO says",20240318T183000Z,2024-03-19
XOM,gdelt,"Exxon beats estimates , ends 2023 with US profit",20240203T084500Z,2024-02-03
XOM,gdelt,"Chevron surprised when Exxon filed for arbitration over Guyana , CEO says",20240319T160000Z,2024-03-20
CVX,gdelt,"Chevron surprised when Exxon filed for arbitration over Guyana , CEO says",20240319T160000Z,2024-03-20
XOM,gdelt,Exxon surpasses earnings forecasts amid falling oil price,20240202T130000Z,2024-02-02
XOM,gdelt,Analysis - Exxon curveball move in Guyana alters Chevron - Hess deal prospects,20240228T113000Z,2024-02-28
CVX,gdelt,Analysis - Exxon curveball move in Guyana alters Chevron - Hess deal prospects,20240228T113000Z,2024-02-28
XOM,gdelt,Analysis Exxon curveball move in Guyana alters Chevron - Hess deal prospects,20240228T113000Z,2024-02-28
CVX,gdelt,Analysis Exxon curveball move in Guyana alters Chevron - Hess deal prospects,20240228T113000Z,2024-02-28
XOM,gdelt,Exxon Mobil curveball move in Guyana alters Chevron - Hess deal prospects,20240228T143000Z,2024-02-28
CVX,gdelt,Exxon Mobil curveball move in Guyana alters Chevron - Hess deal prospects,20240228T143000Z,2024-02-28
XOM,gdelt,"Exxon Not Trying to Acquire Hess in Dispute , CNBC Reports",20240318T200000Z,2024-03-19
XOM,gdelt,Exxon Mobil CEO says not trying to acquire Hess,20240318T143000Z,2024-03-18
XOM,gdelt,Hess shares drop as fight with Exxon Mobil over Guyana oil threatens Chevron takeover,20240227T160000Z,2024-02-28
CVX,gdelt,Hess shares drop as fight with Exxon Mobil over Guyana oil threatens Chevron takeover,20240227T160000Z,2024-02-28
XOM,gdelt,Exxon Confident Its Intent With Guyana Contract Will Prevail,20240322T224500Z,2024-03-23
XOM,gdelt,Hess Says Guyana Deal With Exxon Does Not Apply to Chevron Sale,20240307T163000Z,2024-03-08
CVX,gdelt,Hess Says Guyana Deal With Exxon Does Not Apply to Chevron Sale,20240307T163000Z,2024-03-08
XOM,gdelt,HES shares drop as fight with XOM over Guyana oil threatens Chevron takeover,20240227T160000Z,2024-02-28
CVX,gdelt,HES shares drop as fight with XOM over Guyana oil threatens Chevron takeover,20240227T160000Z,2024-02-28
XOM,gdelt,Exxon Plays Hardball With Chevron Over Guyana Oil Riches,20240229T183000Z,2024-03-01
CVX,gdelt,Exxon Plays Hardball With Chevron Over Guyana Oil Riches,20240229T183000Z,2024-03-01
XOM,gdelt,"NorthAmOil Exxon seeks arbitration in Chevron take - over of Hess - March 08 , 2024 at 05 36 am EST",20240308T110000Z,2024-03-08
CVX,gdelt,"NorthAmOil Exxon seeks arbitration in Chevron take - over of Hess - March 08 , 2024 at 05 36 am EST",20240308T110000Z,2024-03-08
XOM,gdelt,Exxon curveball move in Guyana alters Chevron - Hess deal prospects,20240229T071500Z,2024-02-29
CVX,gdelt,Exxon curveball move in Guyana alters Chevron - Hess deal prospects,20240229T071500Z,2024-02-29
XOM,gdelt,Exxon CEO says not trying to buy Hess but eyes its Guyana stake,20240319T071500Z,2024-03-19
XOM,gdelt,Exxon Says No Interest in Buying Hess Amid Chevron Dispute,20240318T164500Z,2024-03-19
CVX,gdelt,Exxon Says No Interest in Buying Hess Amid Chevron Dispute,20240318T164500Z,2024-03-19
XOM,gdelt,"Exxon a possibly darker shadow , a larger footprint",20240315T081500Z,2024-03-15
XOM,gdelt,Exxon could make a bid for Hes oil assets in Guyana if Chevron deal terminates,20240307T024500Z,2024-03-07
CVX,gdelt,Exxon could make a bid for Hes oil assets in Guyana if Chevron deal terminates,20240307T024500Z,2024-03-07
CVX,gdelt,Chevron says Hess acquisition in limbo The Arkansas Democrat - Gazette,20240228T083000Z,2024-02-28
COP,gdelt,ConocoPhillips beats profit forecast as production hits record high,20240208T224500Z,2024-02-09
XOM,gdelt,Chevron Warns Billion Hess Deal May Be at Risk After Exxon Challenge,20240227T154500Z,2024-02-27
CVX,gdelt,Chevron Warns Billion Hess Deal May Be at Risk After Exxon Challenge,20240227T154500Z,2024-02-27
HAL,gdelt,Chevron Warns Billion Hess Deal May Be at Risk After Exxon Challenge,20240227T154500Z,2024-02-27
XOM,gdelt,Hess reviews timeline for Chevron deal closing after Exxon escalates Guyana dispute,20240307T211500Z,2024-03-08
CVX,gdelt,Hess reviews timeline for Chevron deal closing after Exxon escalates Guyana dispute,20240307T211500Z,2024-03-08
XOM,gdelt,"Exxon beats estimates , ends 2023 with a billion profit Hellenic Shipping News Worldwide",20240204T200000Z,2024-02-05
CVX,gdelt,Chevron warns that its billion acquisition of Hess Corp . may be in jeopardy over key asset in Guyana,20240228T013000Z,2024-02-28
CVX,gdelt,Chevron warns that its acquisition of Hess Corp . may be in jeopardy over key asset in Guyana,20240227T204500Z,2024-02-28
SLB,gdelt,Energy Climbs After SLB Earnings -- Energy Roundup,20240119T223000Z,2024-01-20
XOM,gdelt,"Marathon Petroleum , Exxon among BofA picks for options opportunity on earnings surprise",20240130T050000Z,2024-01-30
MPC,gdelt,"Marathon Petroleum , Exxon among BofA picks for options opportunity on earnings surprise",20240130T050000Z,2024-01-30
XOM,gdelt,"California Reaming Laws Spark Rancor , in Chevron , Exxon Write Offs",20240109T050000Z,2024-01-09
CVX,gdelt,"California Reaming Laws Spark Rancor , in Chevron , Exxon Write Offs",20240109T050000Z,2024-01-09
XOM,gdelt,CNOOC joins Exxon in fight over Stabroek Block,20240322T074500Z,2024-03-22
XOM,gdelt,Exxon Considers Pre - Emption Rights to Hes Guyana Oil Stake,20240227T144500Z,2024-02-27
XOM,gdelt,"Hess , Chevron billion deal in risk on Exxon , Cnooc possible bid",20240227T014500Z,2024-02-27
CVX,gdelt,"Hess , Chevron billion deal in risk on Exxon , Cnooc possible bid",20240227T014500Z,2024-02-27
XOM,gdelt,Exxon Mobil CEO says not trying to acquire Hess,20240318T161500Z,2024-03-19
OXY,gdelt,Occidental Petroleum Makes Most of Its Money on Oil and Gas but Its Future Profit Growth Drivers Could Lie Elsewhere,20240216T131500Z,2024-02-16
XOM,gdelt,"Energy Climbs After Exxon , Chevron Earnings -- Energy Roundup",20240202T230000Z,2024-02-03
CVX,gdelt,"Energy Climbs After Exxon , Chevron Earnings -- Energy Roundup",20240202T230000Z,2024-02-03
XOM,gdelt,"Exxon CEO says We only want the shares in Stabroek Block , not Hess Corp",20240319T064500Z,2024-03-19
CVX,gdelt,Just How Safe Is Chevron Stock Dividend ?,20240110T210000Z,2024-01-11
CVX,gdelt,Chevron Billion Bid For Hess Reported To Be In Jeopardy,20240228T044500Z,2024-02-28
XOM,gdelt,Exxon says will consider pre - emption rights to Hess Guyana oil stake NYSE XOM,20240227T014500Z,2024-02-27
DVN,gdelt,Devon Energy Stock A Strong E P Play With Attractive Capital Returns NYSE DVN,20240106T053000Z,2024-01-06
XOM,gdelt,"Chevron , Exxon in dispute over Hess stake in Guyana oil block",20240226T231500Z,2024-02-27
CVX,gdelt,"Chevron , Exxon in dispute over Hess stake in Guyana oil block",20240226T231500Z,2024-02-27
CVX,gdelt,Is Chevron Stock a Buy ? The Motley Fool,20240129T110000Z,2024-01-29
XOM,gdelt,Exxon Files For Arbitration Over Guyana Oil Block,20240307T123000Z,2024-03-07
XOM,gdelt,Exxon Mobil and Chevron report second - biggest annual profits haul in decade,20240203T004500Z,2024-02-03
CVX,gdelt,Exxon Mobil and Chevron report second - biggest annual profits haul in decade,20240203T004500Z,2024-02-03
XOM,gdelt,ExxonMobil and its fight to pursue massive oil find in Guyana,20240317T211500Z,2024-03-18
XOM,gdelt,"Why ExxonMobil , Chevron , and ConocoPhillips Stocks All Just Dropped",20240108T191500Z,2024-01-09
CVX,gdelt,"Why ExxonMobil , Chevron , and ConocoPhillips Stocks All Just Dropped",20240108T191500Z,2024-01-09
COP,gdelt,"Why ExxonMobil , Chevron , and ConocoPhillips Stocks All Just Dropped",20240108T191500Z,2024-01-09
XOM,gdelt,Exxon Doesnt Want to Buy Hess Despite Chevron Arbitration,20240318T173000Z,2024-03-19
CVX,gdelt,Exxon Doesnt Want to Buy Hess Despite Chevron Arbitration,20240318T173000Z,2024-03-19
CVX,gdelt,Chevron says Hess acquisition in limbo Northwest Arkansas Democrat - Gazette,20240229T011500Z,2024-02-29
XOM,gdelt,"Exxon Is Open to Dialogue With Chevron Over Guyana , CEO Says",20240318T203000Z,2024-03-19
CVX,gdelt,"Exxon Is Open to Dialogue With Chevron Over Guyana , CEO Says",20240318T203000Z,2024-03-19
HAL,gdelt,U . S . shale M A expected to continue in wake of Marathon Oil deal - FT,20240602T164500Z,2024-06-03
COP,gdelt,ConocoPhillips in talks to buy Marathon Oil,20240529T103000Z,2024-05-29
COP,gdelt,ConocoPhillips in Advanced Talks to Buy Marathon Oil,20240529T093000Z,2024-05-29
HAL,gdelt,US Shale Industry Dealmaking Wave Redraws Energy Landscape,20240603T053000Z,2024-06-03
COP,gdelt,ConocoPhillips to acquire Marathon Oil in US billion deal,20240529T133000Z,2024-05-29
COP,gdelt,ConocoPhillips to Acquire Marathon Oil in Major Billion Deal,20240530T093000Z,2024-05-30
COP,gdelt,ConocoPhillips plans purchase of Marathon Oil for . 1 billion,20240530T170000Z,2024-05-31
COP,gdelt,ConocoPhillips plans purchase of Marathon Oil for . 1 billion,20240529T230000Z,2024-05-30
COP,gdelt,ConocoPhillips to acquire Marathon Oil for billion amid U . S . oil and gas consolidation wave,20240531T004500Z,2024-05-31
COP,gdelt,ConocoPhillips - Marathon Oil come to terms,20240530T220000Z,2024-05-31
COP,gdelt,ConocoPhillips To Buy Marathon Oil For Billion All - Stock Deal,20240530T020000Z,2024-05-30
XOM,gdelt,Exxon Expects Regulator To Greenlight - Billion Pioneer Deal in June,20240426T204500Z,2024-04-27
